Comp ID,Date,Name,Sanction #,State,Results,Homepage
competitions-view?id=1824,11/19/2017,Quad City Iron Thriller,IA-2017-06,Iowa,,
competitions-view?id=1818,11/18/2017,2017 RMLC Championships,CO-2017-05,Colorado,,
competitions-view?id=1819,11/18/2017,Long Island Gobbler Open,NY-2017-14,New York,,
competitions-view?id=1827,11/18/2017,Trojan Iron Wars,WY-2017-04,Wyoming,,
competitions-view?id=1823,11/13/2017,IPF Open World Championships,IPF,,,
competitions-view?id=1810,11/12/2017,2017 New Jersey Iron Gobbler,NJ-2017-02,New Jersey,,
competitions-view?id=1817,11/12/2017,2017 Raw Collegiate Cup,MA-2017-05,Massachusetts,,
competitions-view?id=1805,11/11/2017,Rio Grande Valley Fall Classic,TX-2017-16,Texas,,
competitions-view?id=1806,11/11/2017,Champion's Fall Classic,MN-2017-11,Minnesota,,
competitions-view?id=1807,11/11/2017,Savage Open,GA-2017-07,Georgia,,
competitions-view?id=1812,11/11/2017,Boss of Norcal 5,CA-2017-05,California,,
competitions-view?id=1813,11/11/2017,The Beast of the Metro East 2017,IL-2017-09,Illinois,,
competitions-view?id=1814,11/11/2017,Arizona 2017 Fall Classic,AZ-2017-06,Arizona,,
competitions-view?id=1815,11/11/2017,Salute to Service,NY-2017-12,New York,,
competitions-view?id=1816,11/11/2017,Winter Wars 2017,ID-2017-05,Idaho,,
competitions-view?id=1801,11/05/2017,2017 No Frills Midwest Collegiate Cup,OH-2017-08,Ohio,,
competitions-view?id=1811,11/05/2017,Pittsburgh Raw Open,PA-2017-18,Pennsylvania,,
competitions-view?id=1798,11/04/2017,2017 Michigan Teen Meet,MI-2017-12,Michigan,,
competitions-view?id=1799,11/04/2017,Ivy League Championships II,NY-2017-15,New York,,
competitions-view?id=1804,11/04/2017,Eau Claire Open,WI-2017-15,Wisconsin,,
competitions-view?id=1808,11/04/2017,Fall Festival of Power,NC-2017-03,North Carolina,,
competitions-view?id=1797,10/29/2017,2017 Delaware Fall Classic,DE-2017-02,Delaware,,
competitions-view?id=1795,10/28/2017,Tundra Rumble,AK-2017-12,Alaska,,
competitions-view?id=1802,10/28/2017,Finger Lakes Championships,NY-2017-13,New York,,
competitions-view?id=1803,10/28/2017,New England Showdown,CT-2017-04,Connecticut,,
competitions-view?id=1796,10/27/2017,2017 SBWC Fall Classic,NY-2017-05,New York,,
competitions-view?id=1825,10/27/2017,2017 NAPF Bench Press Championship,NAPF,,,
competitions-view?id=1794,10/22/2017,Team Phoinix Halloween Havoc,WA-2017-07,Washington,,
competitions-view?id=1792,10/21/2017,Noonan Barbell Raw Open,MN-2017-10,Minnesota,,
competitions-view?id=1793,10/21/2017,2017 Michigan Iron Monger,MI-2017-11,Michigan,,
competitions-view?id=1790,10/21/2017,Power on the Platte,NE-2017-05,Nebraska,,
competitions-view?id=1782,10/14/2017,2017 Philadelphia Fall Championship,PA-2017-14,Pennsylvania,,
competitions-view?id=1791,10/14/2017,2017 Muscle Beach Powerlifting Classic,TX-2017-08,Texas,,
competitions-view?id=1776,10/10/2017,2017 Raw National Championships,NS-2017-02,Florida,,
competitions-view?id=1781,10/07/2017,Humanity Open,CA-2017-10,California,,
competitions-view?id=1822,10/01/2017,World Masters Championships,IPF,,,
competitions-view?id=1774,09/30/2017,2017 Morey Mayhem BarBellum,MI-2017-04,Michigan,,
competitions-view?id=1775,09/30/2017,9th Annual Iron Wars,TX-2017-12,Texas,,
competitions-view?id=1777,09/30/2017,2017 Solcana Novice Meet,MN-2017-09,Minnesota,,
competitions-view?id=1778,09/30/2017,14th Annual Florida Collegiate Championships,FL-2017-08,Florida,,
competitions-view?id=1779,09/30/2017,2017 Anthracite Open,PA-2017-16,Pennsylvania,,
competitions-view?id=1780,09/30/2017,CT Bench Press Against Breast Cancer,CT-2017-07,Connecticut,,
competitions-view?id=1784,09/30/2017,Western Wisconsin Open,WI-2017-12,Wisconsin,,
competitions-view?id=1770,09/24/2017,2017 New Jersey Heavy Metal Classic,NJ-2017-04,New Jersey,,
competitions-view?id=1769,09/23/2017,2017 Michigan Rookie Rumble,MI-2017-09,Michigan,,
competitions-view?id=1771,09/23/2017,Apeman Strong Fest,AZ-2017-07,Arizona,,
competitions-view?id=1773,09/23/2017,Phoenix Taskforce Powerlifting Festival,NH-2017-02,New Hampshire,,
competitions-view?id=1766,09/17/2017,Supertotal Weekend,KY-2017-02,Kentucky,,
competitions-view?id=1763,09/16/2017,Pure Fitness Open Fall,WI-2017-16,Wisconsin,,
competitions-view?id=1764,09/16/2017,2017 Spokane,WA-2017-06,Washington,,
competitions-view?id=1765,09/16/2017,Kansas Klassic,KS-2017-02,Kansas,,
competitions-view?id=1767,09/16/2017,2nd Annual Colorado Fall Open,CO-2017-04,Colorado,,
competitions-view?id=1768,09/16/2017,Powerlifting For Pups,GA-2017-08,Georgia,,
competitions-view?id=1772,09/16/2017,Deadlift & Push Pull Nationals,NS-2017-08,Pennsylvania,,
competitions-view?id=1756,09/10/2017,2017 Virginia Last Chance Qualifier,VA-2017-04,Virginia,,
competitions-view?id=1757,09/10/2017,2017 Lehigh Valley Championships,PA-2017-13,Pennsylvania,,
competitions-view?id=1761,09/10/2017,2017 Whippany Athletic Club Fall Power Fest,NJ-2017-05,New Jersey,,
competitions-view?id=1754,09/09/2017,Connecticut Fall Classic,CT-2017-05,Connecticut,,
competitions-view?id=1755,09/09/2017,2017 CBUS Lifting Co Fall Classic,OH-2017-04,Ohio,,
competitions-view?id=1758,09/09/2017,Charm City Classic,MD-2017-06,Maryland,,
competitions-view?id=1759,09/09/2017,2017 Benchpress Nationals,NS-2017-07,Texas,,
competitions-view?id=1762,09/09/2017,Santa Cruz Strength Fall Classic,CA-2017-09,California,,
competitions-view?id=1748,09/03/2017,Florida Last Chance Qualifier,FL-2017-07,Florida,,
competitions-view?id=1752,09/03/2017,2017 New Orleans Invitational,LA-2017-04,Louisiana,,
competitions-view?id=1749,09/02/2017,2017 El Paso Iron Open,TX-2017-15,Texas,,
competitions-view?id=1750,09/02/2017,2017 Central Region Championship,RG-2017-03,Minnesota,,
competitions-view?id=1821,08/28/2017,World Juniors & Sub-Juniors Championships,IPF,Florida,,
competitions-view?id=1737,08/27/2017,Bring A Volunteer Last Minute Qualifier,GA-2017-09,Georgia,,
competitions-view?id=1741,08/27/2017,Last Chance Qualifier 2017,MO-2017-02,Missouri,,
competitions-view?id=1744,08/27/2017,Sun Devil Classic,AZ-2017-04,Arizona,,
competitions-view?id=1736,08/26/2017,Wolf Open,WI-2017-06,Wisconsin,,
competitions-view?id=1739,08/26/2017,JBC Invitational,MN-2017-12,Minnesota,,
competitions-view?id=1740,08/26/2017,2017 OK Summer Bash,OK-2017-03,Oklahoma,,
competitions-view?id=1745,08/26/2017,Big Iron Classic,MT-2017-02,Montana,,
competitions-view?id=1746,08/26/2017,Baltimore Open,MD-2017-03,Maryland,,
competitions-view?id=1753,08/26/2017,Texas Raw Championships,TX-2017-05,Montana,,
competitions-view?id=1742,08/20/2017,Juggernaut Summer Open,CA-2017-11,California,,
competitions-view?id=1729,08/19/2017,2017 Northeast Regional Championships,RG-2017-04,Massachusetts,,
competitions-view?id=1730,08/19/2017,2017 Mid-West Regional Championship,RG-2017-01,Ohio,,
competitions-view?id=1743,08/19/2017,Palmetto Classic,SC-2017-03,South Carolina,,
competitions-view?id=1747,08/19/2017,Summer Raid,WV-2017-03,West Virginia,,
competitions-view?id=1716,08/06/2017,2017 NJ Last Chance Qualifier,NJ-2017-08,New Jersey,,
competitions-view?id=1711,08/05/2017,2017 Southeastern Regional Championships,RG-2017-08,Florida,,
competitions-view?id=1719,08/05/2017,Southern Regional Championships,RG-2017-06,Mississippi,,
competitions-view?id=1721,08/05/2017,Northwest Regional Championship,RG-2017-02,Idaho,,
competitions-view?id=1725,08/05/2017,Minnesota Summer Push/Pull Classic,MN-2017-08,Minnesota,,
competitions-view?id=1714,08/04/2017,2017 Mid-Atlantic Regional Championship,RG-2017-05,New Jersey,,
competitions-view?id=1734,07/30/2017,2017 Rocky Mountain State Games,CO-2017-03,Colorado,,
competitions-view?id=1733,07/24/2017,World Games 2017 Wroclaw (Poland),IWG,,,
competitions-view?id=1705,07/22/2017,Sweet Applewood Open,WI-2017-13,Wisconsin,,
competitions-view?id=1706,07/22/2017,3rd Annual Route 66 Classic,AZ-2017-05,Arizona,,
competitions-view?id=1717,07/22/2017,Connecticut Summer Showdown,CT-2017-03,Connecticut,,
competitions-view?id=1738,07/22/2017,Limitless Push/Pull,WI-2017-17,Wisconsin,,
competitions-view?id=1695,07/15/2017,2017 Rochester Hills BarBellum,MI-2017-03,Michigan,,
competitions-view?id=1696,07/15/2017,2017 Massachusetts Quickie Qualifier,MA-2017-06,Massachusetts,,
competitions-view?id=1697,07/15/2017,Women of Steel Summer Showdown,MN-2017-06,Minnesota,,
competitions-view?id=1698,07/15/2017,2017 DC Barbell Club PRO Invitational,PA-2017-09,Pennsylvania,,
competitions-view?id=1703,07/15/2017,2017 Summer Power Fest,TX-2017-04,Texas,,
competitions-view?id=1704,07/15/2017,CA State Games & USA Masters Games,CA-2017-06,California,,
competitions-view?id=1718,07/15/2017,Rumble on Pratt Street,MD-2017-04,Maryland,,
competitions-view?id=1723,07/15/2017,2nd Annual Justin Maile Classic,AK-2017-10,Alaska,,
competitions-view?id=1724,07/15/2017,2017 Louisiana Summer Classic,LA-2017-06,Louisiana,,
competitions-view?id=1751,07/15/2017,Wolf Pack Bench Open,WI-2017-09,Wisconsin,,
competitions-view?id=1732,07/10/2017,2nd University Powerlifting Cup - Potchefstroom (South Africa),IPF,,,
competitions-view?id=1692,07/09/2017,6th Annual Central Florida Open Championships,FL-2017-05,Florida,,
competitions-view?id=1694,07/08/2017,Liberty Games 2017,NY-2017-10,New York,,
competitions-view?id=1708,07/08/2017,2017 Iowa State Championship,IA-2017-03,Iowa,,
competitions-view?id=1712,07/08/2017,5 Bar Showdown!,GA-2017-06,Georgia,,
competitions-view?id=1735,07/08/2017,NW Regionals Last Chance Qualifier,ID-2017-04,Idaho,,
competitions-view?id=1693,07/07/2017,2017 Southwest Regional,RG-2017-07,Nevada,,
competitions-view?id=1702,07/04/2017,15th Annual NAPF North American Regional Powerlifting Championships,NAPF/FESUPO,Florida,,
competitions-view?id=1688,06/25/2017,2017 Independence Championships,PA-2017-10,Pennsylvania,,
competitions-view?id=1684,06/24/2017,Kentucky State Raw Champs,KY-2017-03,Kentucky,,
competitions-view?id=1689,06/24/2017,2017 Calcasieu Cup,LA-2017-10,Louisiana,,
competitions-view?id=1707,06/24/2017,Seattle Summer Classic,WA-2017-05,Washington,,
competitions-view?id=1722,06/24/2017,Northern Indiana Bench & Deadlift Championships,IN-2017-01,Indiana,,
competitions-view?id=1679,06/17/2017,2017 Missouri State Championships,MO-2017-01,Missouri,,
competitions-view?id=1690,06/17/2017,Quad Cities Summer Blastoff,IA-2017-05,Iowa,,
competitions-view?id=1728,06/17/2017,2017 Vermont State Championships,VT-2017-01,Vermont,,
competitions-view?id=1789,06/17/2017,Klubbstevne,Norway,,,
competitions-view?id=1701,06/15/2017,5th IPF World Classic Championships - Minsk \ Belarus,IPF,,,
competitions-view?id=1671,06/10/2017,Badger Open 2017,WI-2017-08,Wisconsin,,
competitions-view?id=1672,06/10/2017,2nd Annual Battle at the Beach,VA-2017-03,Virginia,,
competitions-view?id=1673,06/10/2017,2017 North Carolina State Championships,NC-2017-01,North Carolina,,
competitions-view?id=1680,06/10/2017,Dirty South Bench Press & Deadlift Challenge,GA-2017-05,Georgia,,
competitions-view?id=1682,06/10/2017,Twin Ports Raw Open,MN-2017-05,Minnesota,,
competitions-view?id=1685,06/10/2017,Syracuse Summer Showdown,NY-2017-11,New York,,
competitions-view?id=1686,06/10/2017,Boynton Barbell Center Invitational,FL-2017-06,Florida,,
competitions-view?id=1691,06/10/2017,NorCal Open,CA-2017-08,California,,
competitions-view?id=1665,06/03/2017,2017 Unreal BarBellum,MI-2017-08,Michigan,,
competitions-view?id=1666,06/03/2017,BFE Classic,ID-2017-02,Idaho,,
competitions-view?id=1667,06/03/2017,2017 New Jersey State Championships,NJ-2017-06,New Jersey,,
competitions-view?id=1668,06/03/2017,2017 Non-Resident Ohio State Championship,OH-2017-02,Ohio,,
competitions-view?id=1669,06/03/2017,Kansas Heavy Metal Open,KS2017-01,Kansas,,
competitions-view?id=1670,06/03/2017,Gulf Breeze Open,FL-2017-04,Florida,,
competitions-view?id=1683,06/03/2017,2017 Ohio State Championships,OH-2017-01,Ohio,,
competitions-view?id=1687,06/03/2017,2017 Texas State Powerlifting Championships,TX-2017-08,Texas,,
competitions-view?id=1656,05/27/2017,2017 Philadelphia Freedom Championship,PA-2017-04,Pennsylvania,,
competitions-view?id=1661,05/27/2017,Ketchikan 21st Spring Meet,AK-2017-09,Alaska,,
competitions-view?id=1664,05/27/2017,Boss of Norcal 4,CA-2017-04,California,,
competitions-view?id=1726,05/27/2017,2017 Nevada State Championship,NV-2017-01,Nevada,,
competitions-view?id=1660,05/22/2017,IPF World Men's Bench Press Championships - Lithuania,IPF,,,
competitions-view?id=1675,05/20/2017,2017 Bench press & Deadlift PA State Championships,PA-2017-05,Pennsylvania,,
competitions-view?id=1649,05/19/2017,35th Annual Open National Championship,NS-2017-03,Florida,,
competitions-view?id=1650,05/13/2017,Westchester County Championships II,NY-2017-07,New York,,
competitions-view?id=1654,05/13/2017,Team Cup Challenge,WA-2017-04,Washington,,
competitions-view?id=1663,05/13/2017,2017 Maryland State Championships,MD-2017-05,Maryland,,
competitions-view?id=1678,05/13/2017,MHB Spring Raw Classic,ID-2017-02,Idaho,,
competitions-view?id=1639,05/06/2017,2017 Husky Invitational,AK-2017-08,Alaska,,
competitions-view?id=1640,05/06/2017,2017 American Strength Master's Brawl,MN-2017-03,Minnesota,,
competitions-view?id=1641,05/06/2017,2017 STS Ohio Spring Classic,OH-2017-07,Ohio,,
competitions-view?id=1642,05/06/2017,2017 Atlanta Women's Open,GA-2017-04,Georgia,,
competitions-view?id=1643,05/06/2017,Illinois State Meet 2017,IL-2017-06,Illinois,,
competitions-view?id=1644,05/06/2017,2017 LA State Games,LA-2017-02,Louisiana,,
competitions-view?id=1647,05/06/2017,2017 Massachusetts and Rhode Island State Championships,RI-2017-01,Rhode Island,,
competitions-view?id=1648,05/06/2017,Connecticut State Championships and Spring Classic,CT-2017-01,Connecticut,,
competitions-view?id=1659,05/06/2017,Milwaukee Open,WI-2017-10,Wisconsin,,
competitions-view?id=1629,04/30/2017,2017 Delaware State Championship,DE-2017-01,Delaware,,
competitions-view?id=1655,04/30/2017,2017 All Midwest Bench and Deadlift,IL-2017-03,Illinois,,
competitions-view?id=1620,04/29/2017,Tennessee State Championship,TN-2017-01,Tennessee,,
competitions-view?id=1621,04/29/2017,2017 Central Texas Classic,TX-2017-07,Texas,,
competitions-view?id=1624,04/29/2017,2017 SBWC Spring Classic,NY-2017-02,New York,,
competitions-view?id=1626,04/29/2017,Pure Fitness Spring Open,WI-2017-11,Wisconsin,,
competitions-view?id=1627,04/29/2017,2017 Spring Natural and Fit BarBellum,MI-2017-01,Michigan,,
competitions-view?id=1628,04/29/2017,2017 New Hampshire State Championship,NH-2017-01,New Hampshire,,
competitions-view?id=1632,04/29/2017,Nebraska State Championships,NE-2017-02,Nebraska,,
competitions-view?id=1636,04/29/2017,Gorilla Warfare,CO-2017-02,Colorado,,
competitions-view?id=1638,04/29/2017,2017 California State Championship,CA-2017-07,California,,
competitions-view?id=1662,04/29/2017,Pacific Invitationals,AUS,,,
competitions-view?id=1622,04/23/2017,2017 Dallas Open,TX-2017-11,Texas,,
competitions-view?id=1634,04/23/2017,SCI- Graterford Meet,PA-2017-08,Pennsylvania,,
competitions-view?id=1720,04/23/2017,Pittsburgh Raw Open,PA-2017-07,Pennsylvania,,
competitions-view?id=1616,04/22/2017,Capital City Barbell Raw Powerlifting Championship,FL-2017-03,Florida,,
competitions-view?id=1617,04/22/2017,2017 Alaska State Championship,AK-2017-01,Alaska,,
competitions-view?id=1618,04/22/2017,2017 Empire Classic,WA-2017-03,Washington,,
competitions-view?id=1619,04/22/2017,2017 Twin Cities Open,MN-2017-07,Minnesota,,
competitions-view?id=1623,04/22/2017,2017 CBC Powerlifting Championships,TX-2017-10,Texas,,
competitions-view?id=1625,04/22/2017,4th Annual NoVa Open,VA-2017-02,Virginia,,
competitions-view?id=1631,04/17/2017,2nd IPF World Classic Bench Press - Killeen - USA,IPF,Texas,,
competitions-view?id=1633,04/15/2017,Buffalo Battle at the Border,NY-2017-06,New York,,
competitions-view?id=1613,04/08/2017,2017 Battle on the Border,SC-2017-02,South Carolina,,
competitions-view?id=1614,04/08/2017,2017 Pennsylvania State Championship,PA-2017-03,Pennsylvania,,
competitions-view?id=1615,04/08/2017,2017 Arizona State Championship,AZ-2017-02,Arizona,,
competitions-view?id=1608,04/07/2017,2017 Collegiate National Championship,NS-2017-01,Texas,,
competitions-view?id=1598,04/01/2017,2017 Mississippi Championship,MS-2017-02,Mississippi,,
competitions-view?id=1600,04/01/2017,2017 Kalamazoo BarBellum,MI-2017-06,Michigan,,
competitions-view?id=1603,04/01/2017,District Open,DC-2017-01,Washington DC,,
competitions-view?id=1604,04/01/2017,2017 Oregon State Championships,OR-2017-01,Oregon,,
competitions-view?id=1606,04/01/2017,Georgia Spring Open,GA-2017-03,Georgia,,
competitions-view?id=1611,04/01/2017,2017 CBUS Lifting Co Spring Classic,OH-2017-03,Ohio,,
competitions-view?id=1635,03/29/2017,High School Raw & Equipped Nationals,NS-2017-05,Pennsylvania,,
competitions-view?id=1610,03/26/2017,35th Annual Florida State Championships,FL-2017-02,Florida,,
competitions-view?id=1588,03/25/2017,2017 Kenai Peninsula Classic,AK-2017-06,Alaska,,
competitions-view?id=1596,03/25/2017,Squats & Science Powerlifting Championship,NY-2017-09,New York,,
competitions-view?id=1599,03/25/2017,Iron City Open,AL-2017-01,Alabama,,
competitions-view?id=1602,03/25/2017,2017 South Dakota State Championships,SD-2017-01,South Dakota,,
competitions-view?id=1582,03/19/2017,2017 Whippany Athletic Club Spring Classic,NJ-2017-03,New Jersey,,
competitions-view?id=1585,03/19/2017,Men's Chicagoland Raw Open,IL-2017-02,Illinois,,
competitions-view?id=1571,03/18/2017,Exile Open,MD-2017-02,Maryland,,
competitions-view?id=1573,03/18/2017,2017 New Mexico Open State Championships,NM-2017-01,New Mexico,,
competitions-view?id=1590,03/18/2017,2017 Washington State Championships,WA-2017-01,Washington,,
competitions-view?id=1591,03/18/2017,920 Raw Open,WI-2017-05,Wisconsin,,
competitions-view?id=1536,03/12/2017,7th Annual Ryan Moore New England States Open High School Championshp,MA-2017-02,Massachusetts,,
competitions-view?id=1531,03/12/2017,University Academy Qualifier,LA-2017-09,Louisiana,,
competitions-view?id=1537,03/11/2017,2017 Military Nationals,NS-2017-06,Nationals,,
competitions-view?id=1538,03/11/2017,Cajun Pride National Qualifier,LA-2017-08,Louisiana,,
competitions-view?id=1539,03/11/2017,2017 Wisconsin State High School Championships,WI-2017-01,Wisconsin,,
competitions-view?id=1540,03/11/2017,2017 Cowboy State Raw,WY-2017-02,Wyoming,,
competitions-view?id=1533,03/11/2017,2017 Woodward Academy High School Invitational,IA-2017-04,Iowa,,
competitions-view?id=1535,03/11/2017,2017 Spring Forward Championship,NY-2017-01,New York,,
competitions-view?id=1549,03/05/2017,Arnold - Titan Pro Bench Bash,USAPL-2017-01,Ohio,,
competitions-view?id=1524,03/05/2017,Arnold - Slingshot Pro Deadlift,USAPL-2017-01,Ohio,,
competitions-view?id=1525,03/05/2017,Arnold - NextLifter Ohio Classic,USAPL-2017-01,Ohio,,
competitions-view?id=1597,03/04/2017,2017 Minnesota State Men's Powerlifting Championships,MN-2017-04,Minnesota,,
competitions-view?id=1518,03/04/2017,Quad City Throw Down,IA-2017-02,Iowa,,
competitions-view?id=1520,03/04/2017,2017 Arlington Strength Raw Classic,TX-2017-03,Texas,,
competitions-view?id=1523,03/04/2017,Arnold - SSP Nutrition Pro Raw Bench,USAPL-2017-01,Ohio,,
competitions-view?id=1528,03/04/2017,Arnold - Grand Prix,USAPL-2017-01,Ohio,,
competitions-view?id=1530,03/04/2017,Arnold - Slingshot Pro American,USAPL-2017-01,Ohio,,
competitions-view?id=1542,03/03/2017,Arnold - A7 Bar Grip Pro Raw Challenge,USAPL-2017-01,Ohio,,
competitions-view?id=1514,03/03/2017,2017 Southern Iron Raw Open,TN-2017-02,Tennessee,,
competitions-view?id=1497,02/26/2017,2017 Bare Bones Qualifier,TX-2017-09,Texas,,
competitions-view?id=1500,02/26/2017,Cudahy High School National Qualifier,WI-2017-07,Wisconsin,,
competitions-view?id=1502,02/26/2017,2017 Texas Strength Classic,TX-2017-06,Texas,,
competitions-view?id=1579,02/25/2017,South Dakota High School Qualifier,SD-2017-02,South Dakota,,
competitions-view?id=1593,02/25/2017,Terrapin Open,MD-2017-01,Maryland,,
competitions-view?id=1493,02/25/2017,Tempe Classic,AZ-2017-03,Arizona,,
competitions-view?id=1495,02/25/2017,2017 Michigan High School Qualifier,MI-2017-07,Michigan,,
competitions-view?id=1496,02/25/2017,Alabama State Championships,AL-2017-02,Alabama,,
competitions-view?id=1501,02/25/2017,2017 Virginia State Championship,VA-2017-01,Virginia,,
competitions-view?id=1503,02/25/2017,5th Annual Winter Classic,MA-2017-03,Massachusetts,,
competitions-view?id=1506,02/25/2017,2017 Liberty Bell Classic,PA-2017-01,Pennsylvania,,
competitions-view?id=1512,02/25/2017,3rd Frostbite Challenge,AK-2017-03,Alaska,,
competitions-view?id=1534,02/25/2017,Idaho State Championships,ID-2017-01,Idaho,,
competitions-view?id=1478,02/19/2017,2017 Brand X Method Teen Junior Championship,CA-2017-01,California,,
competitions-view?id=1490,02/19/2017,2017 Murder of Crows Open,NY-2017-08,New York,,
competitions-view?id=1572,02/18/2017,2017 Glen Mills Invitational,PA-2017-06,Pennsylvania,,
competitions-view?id=1607,02/18/2017,2017 Aggie Showdown,TX-2017-02,Texas,,
competitions-view?id=1674,02/18/2017,Connecticut Winter Invitational,CT-2017-02,Connecticut,,
competitions-view?id=1477,02/18/2017,Youth Nationals,NS-2017-06,California,,
competitions-view?id=1481,02/18/2017,2017 Minnesota Women's State Championship,MN-2017-01,Minnesota,,
competitions-view?id=1507,02/18/2017,Pelican State Open & Free High School Qualifier,LA-2017-01,Louisiana,,
competitions-view?id=1465,02/12/2017,4th Annual Elite High School Cup,MA-2017-04,Massachusetts,,
competitions-view?id=1508,02/12/2017,Illinois Women's Raw Open,IL-2017-01,Illinois,,
competitions-view?id=1467,02/11/2017,Montana State Championships,MT-2017-01,Montana,,
competitions-view?id=1488,02/11/2017,2017 Pure Fitness Open,WI-2017-03,Wisconsin,,
competitions-view?id=1516,02/11/2017,2017 Colorado State Championships,CO-2017-01,Colorado,,
competitions-view?id=1448,02/05/2017,2017 SBWC Winter Invitational,NY-2017-04,New York,,
competitions-view?id=1444,02/04/2017,2017 Minnesota High School State Championship,MN-2017-02,Minnesota,,
competitions-view?id=1449,02/04/2017,Winter Open,PA-2017-02,Pennsylvania,,
competitions-view?id=1455,02/04/2017,Georgia State Championships,GA-2017-02,Georgia,,
competitions-view?id=1456,02/04/2017,Georgia High School State Championships,GA-2017-01,Georgia,,
competitions-view?id=1458,02/04/2017,Beyond Limits Classic,OH-2017-05,Ohio,,
competitions-view?id=1460,02/04/2017,South Louisiana High School Qualifier,LA-2017-07,Louisiana,,
competitions-view?id=1471,02/04/2017,2017 Silver Star Open,WI-2017-04,Wisconsin,,
competitions-view?id=1439,01/29/2017,Reykjavík International Games,,,,
competitions-view?id=1482,01/29/2017,2017 Spartan Open,CA-2017-03,California,,
competitions-view?id=1438,01/28/2017,Arizona Winter High School Championships & Open,AZ-2017-01,Arizona,,
competitions-view?id=1440,01/28/2017,Kentucky Open Raw Championship,KY-2017-01,Kentucky,,
competitions-view?id=1450,01/28/2017,Northeast Iron Beast Classic IV NYS Championships,NY-2017-03,New York,,
competitions-view?id=1463,01/28/2017,2017 Wisconsin State Open,WI-2017-02,Wisconsin,,
competitions-view?id=1435,01/22/2017,2017 Garden State Winter War,NJ-2017-01,New Jersey,,
competitions-view?id=1489,01/22/2017,Juggernaut Winter Open,CA-2017-02,California,,
competitions-view?id=1429,01/21/2017,2017 North Mississippi Championships,MS-2017-01,Mississippi,,
competitions-view?id=1430,01/21/2017,"2017 ""Rookie"" Competition",WA-2017-02,Washington,,
competitions-view?id=1431,01/21/2017,Boynton Barbell Center Powerlifting Championship,FL-2017-01,Florida,,
competitions-view?id=1433,01/21/2017,2017 Des Moines Metro Classic,IA-2017-01,Iowa,,
competitions-view?id=1441,01/21/2017,2017 Oklahoma State Championships,OK-2017-01,Oklahoma,,
competitions-view?id=1483,01/21/2017,2017 Tenth Annual Capital City Clash,NE-2017-01,Nebraska,,
competitions-view?id=1437,01/15/2017,Illinois Collegiate Powerlifting Meet,IL-2017-04,Illinois,,
