Comp ID,Date,Name,Sanction #,State,Results,Homepage
competitions-view?id=1487,01/15/2017,2017 Winter Games of Texas,TX-2017-01,Texas,,
competitions-view?id=1425,01/14/2017,St John's High School Raw Classic,MA-2017-01,Massachusetts,,
competitions-view?id=1427,01/14/2017,2017 Louisiana State Championship,LA-2017-03,Louisiana,,
competitions-view?id=1428,01/14/2017,Worcester Open,MA-2017-01,Massachusetts,,
competitions-view?id=1423,01/07/2017,Wyoming State Powerlifting & BP Championships,WY-2017-01,Wyoming,,
competitions-view?id=1416,12/17/2016,2016 Winter Pure Fitness Open,WI-2016-15,Wisconsin,,
competitions-view?id=1417,12/17/2016,2016 Philadelphia LOVE Championship,PA-2016-12,Pennsylvania,,
competitions-view?id=1424,12/17/2016,2016 SkillCom Competition,NV-2016-02,Nevada,,
competitions-view?id=1422,12/16/2016,2016 High School Raw Nationals,NS-2016-09,Nationals,,
competitions-view?id=1401,12/11/2016,Midwest Senior States,NE-2016-05,Nebraska,,
competitions-view?id=1398,12/10/2016,2016 Sioux Empire Push-Pull Open,SD-2016-03,South Dakota,,
competitions-view?id=1399,12/10/2016,Power for a Purpose,WV-2016-01,West Virginia,,
competitions-view?id=1400,12/10/2016,Brother Bennett Memorial,MS-2016-04,Mississippi,,
competitions-view?id=1402,12/10/2016,2016 Michigan No Frills Meet #2,MI-2016-08,Michigan,,
competitions-view?id=1404,12/10/2016,Team Phoinix Holiday Classic 2016,WA-2016-06,Washington,,
competitions-view?id=1405,12/10/2016,2016 Holiday Havoc,PA-2016-17,Pennsylvania,,
competitions-view?id=1406,12/10/2016,Powerlifting for Pink,GA-2016-08,Georgia,,
competitions-view?id=1407,12/10/2016,La Tech Intersquad Meet,LA-2016-10,Louisiana,,
competitions-view?id=1408,12/10/2016,Beast of the Metro East,IL-2016-08,Illinois,,
competitions-view?id=1412,12/10/2016,16th Ketchikan Winter Meet,AK-2016-14,Alaska,,
competitions-view?id=1414,12/10/2016,Next Level Fitness Lift4Life Raw Open,MN-2016-08,Minnesota,,
competitions-view?id=1418,12/10/2016,Blizzard Classic,WI-2016-14,Wisconsin,,
competitions-view?id=1420,12/09/2016,2016 American Open/Police + Fire Nationals,NS-016-07,Nationals,,
competitions-view?id=1480,12/09/2016,2016 Southeast Regionals,RG-2016-06,Florida,,
competitions-view?id=1386,12/04/2016,No Frills Red Hawke Open,OH-2016-10,Ohio,,
competitions-view?id=1392,12/04/2016,New Jersey Collegiate Invitational Championship,NJ-2016-08,New Jersey,,
competitions-view?id=1396,12/04/2016,2016 California Winter Classic,CA-2016-10,California,,
competitions-view?id=1389,12/03/2016,Kansas State Open,KS-2016-03,Kansas,,
competitions-view?id=1390,12/03/2016,2016 Maryland Collegiate Duel,MD-2016-07,Maryland,,
competitions-view?id=1393,12/03/2016,2016 Southside Fall Classic,AK-2016-10,Alaska,,
competitions-view?id=1394,12/03/2016,Winter Wars,ID-2016-04,Idaho,,
competitions-view?id=1397,12/03/2016,Southern Regional Championships,RG-2016-03,Texas,,
competitions-view?id=1413,12/03/2016,2016 New England Open,RI-2016-03,Rhode Island,,
competitions-view?id=1395,12/02/2016,2016 Colorado State Championships,CO-2016-04,Colorado,,
competitions-view?id=1385,11/20/2016,13th Annual Florida Collegiate Powerlifting Championships,FL-2016-08,Florida,,
competitions-view?id=1376,11/19/2016,Abbeville Open & Louisiana Collegiate Championship,LA-2016-08,Louisiana,,
competitions-view?id=1377,11/19/2016,2016 Trojan Iron Wars,WY-2016-03,Wyoming,,
competitions-view?id=1378,11/19/2016,Power on the Platte,NE-2016-04,Nebraska,,
competitions-view?id=1381,11/19/2016,2016 Longhorn Open,TX-2016-15,Texas,,
competitions-view?id=1387,11/19/2016,2016 Northeast & Mid-Atlantic Regionals,RG-2016-05,Regionals,,
competitions-view?id=1388,11/19/2016,Deadlift and Push-Pull Nationals,NS-2016-10,Nationals,,
competitions-view?id=1375,11/14/2016,2016 IPF Open Worlds,,Florida,,
competitions-view?id=1374,11/13/2016,New Jersey Iron Gobbler Championship,NJ-2016-04,New Jersey,,
competitions-view?id=1367,11/12/2016,2016 SoHi Fall Classic,AK-2016-15,Alaska,,
competitions-view?id=1369,11/12/2016,Solcana Open Bench Press Championship,MN-2016-09,Minnesota,,
competitions-view?id=1370,11/12/2016,Ivy League Championship,NY-2016-13,New York,,
competitions-view?id=1372,11/12/2016,Connecticut Deadlift Against Diabetes,CT-2016-05,Connecticut,,
competitions-view?id=1373,11/12/2016,Arizona 2016 Fall Classic,AZ-2016-06,Arizona,,
competitions-view?id=1380,11/12/2016,Iron Lion 2016,PA-2016-16,Pennsylvania,,
competitions-view?id=1365,11/06/2016,Chicago Raw Novice,IL-2016-07,Illinois,,
competitions-view?id=1360,11/05/2016,New Hampshire State Championships,NH-2016-02,New Hampshire,,
competitions-view?id=1361,11/05/2016,Fall Festival of Power,NC-2016-03,North Carolina,,
competitions-view?id=1362,11/05/2016,2016 SBWC Fall Classic,NY-2016-07,New York,,
competitions-view?id=1363,11/05/2016,2016 Northwest Regional Championships,RG-2016-01,Regionals,,
competitions-view?id=1364,11/05/2016,2016 Mid-West & Central Region Championships,RG-2016-02,Regionals,,
competitions-view?id=1368,11/05/2016,2016 Virginia State Championship,VA-2016-05,Virginia,,
competitions-view?id=1371,11/05/2016,Michigan Powerlifting & BP State Championships,MI-2016-05,Michigan,,
competitions-view?id=1403,11/05/2016,2016 Raw Collegiate Cup,TX-2016-10,Texas,,
competitions-view?id=1727,11/04/2016,Rise of the Dead Push Pull,TX-2016-13,Texas,,
competitions-view?id=1419,10/30/2016,Pittsburgh Raw Open,PA-2016-14,Pennsylvania,,
competitions-view?id=1358,10/29/2016,Western Wisconsin Open,WI-2016-11,Wisconsin,,
competitions-view?id=1379,10/28/2016,2016 NAPF Bench Press Championships (San Jose - Costa Rica),NAPF,,,
competitions-view?id=1359,10/25/2016,Southwest Regionals & Ferrigno Power Classic,RG-2016-04,Regionals,,
competitions-view?id=1356,10/22/2016,Noonan Barbell Raw Open,MN-2016-03,Minnesota,,
competitions-view?id=1354,10/13/2016,Raw Nationals 2016,NS-2016-04,Georgia,,
competitions-view?id=1357,10/08/2016,Connecticut Bench Press Against Breast Cancer,CT-2016-04,Connecticut,,
competitions-view?id=1353,10/03/2016,IPF Master Worlds (Tallinn Estonia),,,,
competitions-view?id=1352,10/02/2016,New York State Championships,NY-2016-01,New York,,
competitions-view?id=1348,09/25/2016,2016 New Jersey Heavy Metal Classic,NJ-2016-06,New Jersey,,
competitions-view?id=1349,09/25/2016,10th Annual South Florida Open Powerlifting Championships,FL-2016-06,Florida,,
competitions-view?id=1351,09/25/2016,Colorado Fall Open,CO-2016-03,Colorado,,
competitions-view?id=1342,09/24/2016,Lake Pleasant Classic,AZ-2016-04,Arizona,,
competitions-view?id=1343,09/24/2016,Alaska Muscle Fall Raw Open,AK-2016-12,Alaska,,
competitions-view?id=1344,09/24/2016,Grand Rapids BarBellum,MI-2016-07,Michigan,,
competitions-view?id=1345,09/24/2016,2016 Pure Fitness Open,WI-2016-10,Wisconsin,,
competitions-view?id=1346,09/24/2016,Boss of Norcal 3,CA-2016-05,California,,
competitions-view?id=1350,09/24/2016,2016 Solcana Novice Meet,MN-2016-07,Minnesota,,
competitions-view?id=1332,09/18/2016,2016 New Mexico Fall Classic,NM-2016-02,New Mexico,,
competitions-view?id=1335,09/18/2016,Windy City Raw Bench,IL-2016-06,Illinois,,
competitions-view?id=1336,09/18/2016,SCI-Graterford Powerlifting Meet,PA-2016-13,Pennsylvania,,
competitions-view?id=1331,09/17/2016,Buffalo Fall Powerfest,NY-2016-12,New York,,
competitions-view?id=1333,09/17/2016,Best in the Midwest Raw Deadlift Challenge,KS-2016-02,Kansas,,
competitions-view?id=1337,09/17/2016,2016 Right to Bear Iron,CA-2016-09,California,,
competitions-view?id=1340,09/17/2016,2016 USA Powerlifting 8th Annual Iron Wars,TX-2016-11,Texas,,
competitions-view?id=1809,09/11/2016,2016  NJ State Push-Pull Championships,NJ-2016-07,New Jersey,,
competitions-view?id=1326,09/11/2016,No Frills Quest Qualifier,GA-2016-09,Georgia,,
competitions-view?id=1341,09/11/2016,USA Powerlifting Connecticut Last Show for Nationals,CT-2016-03,Connecticut,,
competitions-view?id=1324,09/10/2016,Bench Press Nationals,NS-2016-05,Nationals,,
competitions-view?id=1325,09/10/2016,Michigan BarBellum,MI-2016-09,Michigan,,
competitions-view?id=1327,09/10/2016,Southern Indiana Fall Raw Classic,IN-2016-02,Indiana,,
competitions-view?id=1328,09/10/2016,Squats & Science Raw Powerlifting Challenge,NY-2016-11,New York,,
competitions-view?id=1322,09/04/2016,New Orleans Invitational,LA-2016-09,Louisiana,,
competitions-view?id=1323,09/03/2016,2016 Last Chance Qualifier,MO-2016-02,Missouri,,
competitions-view?id=1338,08/29/2016,IPF SubJr-Junior Worlds - Szczyrk Poland,,,,
competitions-view?id=1321,08/28/2016,Late Summer Qualifier,TX-2016-14,Texas,,
competitions-view?id=1308,08/27/2016,2016 Summer End,WA-2016-05,Washington,,
competitions-view?id=1309,08/27/2016,M'powered Raw Ruckus,ID-2016-02,Idaho,,
competitions-view?id=1312,08/27/2016,Newport Open,RI-2016-02,Rhode Island,,
competitions-view?id=1319,08/27/2016,2016 Bucks County Powerlifting Meet,PA-2016-06,Pennsylvania,,
competitions-view?id=1317,08/25/2016,3rd Alaska State Fair Challenge,AK-2016-13,Alaska,,
competitions-view?id=1311,08/20/2016,Maryland State Championship,MD-2016-06,Maryland,,
competitions-view?id=1314,08/20/2016,Twin Cities Open,MN-2016-06,Minnesota,,
competitions-view?id=1318,08/20/2016,Wolf Open,WI-2016-05,Wisconsin,,
competitions-view?id=1301,08/15/2016,14th Annual North American Championships,,,,
competitions-view?id=1295,08/13/2016,Northern NY Championships,NY-2016-10,New York,,
competitions-view?id=1296,08/13/2016,Powerlifting for Pups,GA-2016-05,Georgia,,
competitions-view?id=1300,08/13/2016,Juggernaut Summer Showdown,CA-2016-08,California,,
competitions-view?id=1302,08/13/2016,4th Annual Patriot Open,NE-2016-02,Nebraska,,
competitions-view?id=1303,08/13/2016,2016 Palmetto Classic,SC-2016-02,South Carolina,,
competitions-view?id=1305,08/13/2016,3rd Annual NoVa Open,VA-2016-04,Virginia,,
competitions-view?id=1293,08/06/2016,Montana State Raw Championship,MT-2016-01,Montana,,
competitions-view?id=1294,08/06/2016,Iron Works Open XII,MI-2016-03,Michigan,,
competitions-view?id=1304,08/06/2016,Summer Classic,PA-2016-09,Pennsylvania,,
competitions-view?id=1299,08/05/2016,34th Annual New Jersey State Championships,NJ-2016-05,New Jersey,,
competitions-view?id=1286,07/30/2016,Staten Island Championships,NY-2016-08,New York,,
competitions-view?id=1287,07/30/2016,2016 Procrastinators Championships,NC-2016-01,North Carolina,,
competitions-view?id=1288,07/30/2016,2016 Iowa State Open,IA-2016-02,Iowa,,
competitions-view?id=1292,07/30/2016,Ohio State Championship,OH-2016-04,Ohio,,
competitions-view?id=1297,07/30/2016,Rocky Mountain State Games,CO-2016-02,Colorado,,
competitions-view?id=1283,07/23/2016,"Border Bash ""Alabama vs Georgia""",AL-2016-02,Alabama,,
competitions-view?id=1284,07/23/2016,Washington State Junior & Collegiate Open,WA-2016-04,Washington,,
competitions-view?id=1285,07/23/2016,PurePowerlifting Summer Classic,PA-2016-11,Pennsylvania,,
competitions-view?id=1291,07/23/2016,5th Annual Central Florida Powerlifting Championships,FL-2016-05,Florida,,
competitions-view?id=1276,07/23/2016,2016 WHSPA Raw State Championship,WI-2016-13,Wisconsin,,
competitions-view?id=1278,07/23/2016,PurePowerlifting Summer Classic,PA-2016-11,Pennsylvania,,
competitions-view?id=1280,07/16/2016,Louisiana Summer Classic,LA-2016-04,Louisiana,,
competitions-view?id=1306,07/16/2016,Baltimore Raw Full-Lift Open,MD-2016-04,Maryland,,
competitions-view?id=1267,07/16/2016,920 Raw Open,WI-2016-09,Wisconsin,,
competitions-view?id=1269,07/16/2016,Soldotna Stars Summer Classic,AK-2016-11,Alaska,,
competitions-view?id=1271,07/16/2016,Mississippi Bench & Powerlifting Championships,MS-2016-02,Mississippi,,
competitions-view?id=1272,07/16/2016,Women of Steel Summer Showdown,MN-2016-05,Minnesota,,
competitions-view?id=1274,07/16/2016,2016 Summer Power Fest,TX-2016-05,Texas,,
competitions-view?id=1275,07/16/2016,2016 Virginia Beach Battle,VA-2016-03,Virginia,,
competitions-view?id=1277,07/16/2016,2016 California State Games,CA-2016-07,California,,
competitions-view?id=1279,07/11/2016,1st IPF University Powerlifting World Cup,,,,
competitions-view?id=1264,07/09/2016,Liberty Games,NY-2016-09,New York,,
competitions-view?id=1266,07/09/2016,Kilo Classic,GA-2016-07,Georgia,,
competitions-view?id=1270,07/09/2016,2nd Annual Route 66 Classic,AZ-2016-05,Arizona,,
competitions-view?id=1260,06/18/2016,IPF Classic Worlds,,Texas,,
competitions-view?id=1251,06/11/2016,2016 Twin Ports Raw Open,MN-2016-02,Minnesota,,
competitions-view?id=1253,06/11/2016,Badger Open 2016,WI-2016-06,Wisconsin,,
competitions-view?id=1258,06/11/2016,37th Annual Sunshine State Games,FL-2016-04,Florida,,
competitions-view?id=1261,06/11/2016,Alaska Deadlift Invitational,AK-2016-06,Alaska,,
competitions-view?id=1787,06/11/2016,Åpent stevne,Norway,,,
competitions-view?id=1257,06/10/2016,Summer Showdown,GA-2016-04,Georgia,,
competitions-view?id=1247,06/05/2016,New Jersey Summer Classic,NJ-2016-02,New Jersey,,
competitions-view?id=1240,06/04/2016,Lift4Life Meet 2016,OH-2016-08,Ohio,,
competitions-view?id=1241,06/04/2016,Kansas Heavy Metal Open,KS-2016-01,Kansas,,
competitions-view?id=1242,06/04/2016,MI Ironman Push/Pull or Bench Only Championships,MI-2016-04,Michigan,,
competitions-view?id=1244,06/04/2016,2016 Missouri State Open,MO-2016-01,Missouri,,
competitions-view?id=1246,06/04/2016,Bodybuilding.com Fit Expo Pro Deadlift,ID-2016-01,Idaho,,
competitions-view?id=1249,06/04/2016,2016 North Carolina State Championships,NC-2016-02,North Carolina,,
competitions-view?id=1239,05/29/2016,2016 Central Texas Classic,TX-2016-09,Texas,,
competitions-view?id=1282,05/28/2016,Idaho RAW Classic,ID-2016-03,Idaho,,
competitions-view?id=1229,05/28/2016,Nevada State Championships,NV-2016-01,Nevada,,
competitions-view?id=1238,05/28/2016,MA and RI Open State Championships,RI-2016-01,Rhode Island,,
competitions-view?id=1243,05/28/2016,35th Annual Florida State Powerlifting Championship,FL-2016-03,Florida,,
competitions-view?id=1232,05/21/2016,Philadelphia Freedom Championship,PA-2016-05,Pennsylvania,,
competitions-view?id=1221,05/20/2016,USA Powerlifting Open Nationals,NS-2016-01,Colorado,,
competitions-view?id=1237,05/15/2016,IPF Classic Bench Worlds - South Africa,,,,
competitions-view?id=1219,05/14/2016,2nd Annual Boynton Barbell Raw Powerlifting Championship,FL-2016-02,Florida,,
competitions-view?id=1220,05/14/2016,Westchester Championships,NY-2016-06,New York,,
competitions-view?id=1222,05/14/2016,2016 Louisiana State Games,LA-2016-05,Louisiana,,
competitions-view?id=1224,05/14/2016,Boss of NorCal,CA-2016-04,California,,
competitions-view?id=1227,05/14/2016,Pennsylvania State BP/DL Championships,PA-2016-01,Pennsylvania,,
competitions-view?id=1208,05/07/2016,Granite State Open,NH-2016-01,New Hampshire,,
competitions-view?id=1210,05/07/2016,3rd Annual Connecticut Spring Classic,CT-2016-02,Connecticut,,
competitions-view?id=1214,05/07/2016,Lift for Life,GA-2016-03,Georgia,,
competitions-view?id=1216,05/07/2016,2016 CBC Powerlifting Championships,TX-2016-06,Texas,,
competitions-view?id=1218,05/07/2016,Empire Classic Powerlifting Championships,WA-2016-02,Washington,,
competitions-view?id=1230,05/07/2016,19th Ketchikan Spring Powerlifting Meet,AK-2016-09,Alaska,,
competitions-view?id=1197,04/30/2016,Nebraska State Championships & Husker Open,NE-2016-03,Nebraska,,
competitions-view?id=1198,04/30/2016,SBWC Spring Classic,NY-2016-03,New York,,
competitions-view?id=1199,04/30/2016,32nd Alaska State Championship,AK-2016-07,Alaska,,
competitions-view?id=1200,04/30/2016,Spring Fling at CrossFit Future,OH-2016-06,Ohio,,
competitions-view?id=1201,04/30/2016,2016 Illinois State Championships,IL-2016-05,Illinois,,
competitions-view?id=1212,04/30/2016,Arizona High School Championship & Spring Open,AZ-2016-03,Arizona,,
competitions-view?id=1217,04/30/2016,2016 Island Qualifier,HI-2016-01,Hawaii,,
competitions-view?id=1202,04/24/2016,Inaugural MASS Weekend Powerlifting Meet,VA-2016-02,Virginia,,
competitions-view?id=1191,04/23/2016,2016 Cudahy Open,WI-2016-07,Wisconsin,,
competitions-view?id=1194,04/23/2016,Southeast RAW Showdown,MN-2016-04,Minnesota,,
competitions-view?id=1196,04/23/2016,Explosive Mechanics Day of Mayhem,GA-2016-06,Georgia,,
competitions-view?id=1339,04/19/2016,IPF Bench Worlds - Rodby Denmark,,,,
competitions-view?id=1185,04/18/2016,2016 USA Powerlifting Bare Bones Qualifer,TX-2016-12,Texas,,
competitions-view?id=1192,04/17/2016,RevFit Closed Meet,MS-2016-03,Mississippi,,
competitions-view?id=1290,04/16/2016,2016 California State Championships,CA-2016-03,California,,
competitions-view?id=1180,04/16/2016,All Midwest Raw Bench,IL-2016-03,Illinois,,
competitions-view?id=1184,04/16/2016,ABBRx Natural and Fit USA Powerlifting Meet,MI-2016-01,Michigan,,
competitions-view?id=1190,04/16/2016,2016 Equinox Open,MD-2016-05,Maryland,,
competitions-view?id=1182,04/14/2016,2016 USA Powerlifting Collegiate Nationals,NS-2016-06,Nationals,,
competitions-view?id=1188,04/09/2016,Texas State Championships,TX-2016-03,Texas,,
competitions-view?id=1173,04/03/2016,USA Powerlifting Mean Green Classic,TX-2016-07,Texas,,
competitions-view?id=1160,04/02/2016,Arizona State Championships,AZ-2016-02,Arizona,,
competitions-view?id=1162,04/02/2016,Oregon State Championships,OR-2016-01,Oregon,,
competitions-view?id=1163,04/02/2016,2016 USA Powerlifting Midtown Spring Fling,CA-2016-06,California,,
competitions-view?id=1165,04/02/2016,Georgia Spring Open,GA-2016-02,Georgia,,
competitions-view?id=1171,04/02/2016,USA Powerlifting Zephyrs Fitness Open,OH-2016-07,Ohio,,
competitions-view?id=1262,04/02/2016,Southern Indiana Spring Classic,IN-2016-01,Indiana,,
competitions-view?id=1161,04/01/2016,USA Powerlifting High School Nationals,NS-2016-02,Nationals,,
competitions-view?id=1156,03/26/2016,USA Powerlifting Penn State - State Penn Throw Down,PA-2016-08,Pennsylvania,,
competitions-view?id=1157,03/26/2016,USA Powerlifting Pelican State Open and National Meet Qualifier,LA-2016-02,Louisiana,,
competitions-view?id=1144,03/20/2016,2016 USA Powerlifting Whippany Athletic Club Spring Classic,NJ-2016-03,New Jersey,,
competitions-view?id=1166,03/20/2016,2016 USA Powerlifting Orlando Open Championships,FL-2016-01,Florida,,
competitions-view?id=1142,03/19/2016,USA Powerlifting Eastern Bench Open,MD-2016-03,Maryland,,
competitions-view?id=1147,03/19/2016,USA Powerlifting Duke City Showdown,NM-2016-01,New Mexico,,
competitions-view?id=1149,03/19/2016,USA Powerlifting Battle on the Border X,SC-2016-01,South Carolina,,
competitions-view?id=1152,03/19/2016,USA Powerlifting North MS Championships,MS-2016-01,Mississippi,,
competitions-view?id=1153,03/19/2016,Western NY Championships,NY-2016-05,New York,,
competitions-view?id=1154,03/19/2016,2016 USA Powerlifting Brand X Method youth/teen/junior Showdown,CA-2016-02,California,,
competitions-view?id=1155,03/19/2016,USA Powerlifting Pennsylvania States Championships,PA-2016-04,Pennsylvania,,
competitions-view?id=1169,03/19/2016,USA Powerlifting Military Nationals,NS-2016-03,Nationals,,
competitions-view?id=1135,03/13/2016,6th Annual Ryan Moore New England Open High School Championship,MA-2016-03,Massachusetts,,
competitions-view?id=1150,03/13/2016,USA Powerlifting Texas Strength Classic,TX-2016-04,Texas,,
competitions-view?id=1132,03/12/2016,2016 USA Powerlifting Anchorage High School Classic,AK-2016-05,Alaska,,
competitions-view?id=1134,03/12/2016,"USA Powerlifting Michigan Annual ""No Frills"" Qualifier",MI-2016-02,Michigan,,
competitions-view?id=1136,03/12/2016,2016 Cowboy State Raw USA Powerlifting Meet,WY-2016-04,Wyoming,,
competitions-view?id=1140,03/12/2016,2016 USA Powerlifting Cajun Pride,LA-2016-06,Louisiana,,
competitions-view?id=1146,03/12/2016,SCI-Graterford USA Powerlifting Meet,PA-2016-07,Pennsylvania,,
competitions-view?id=1151,03/12/2016,USA Powerlifting Glen Mills High School National Qualifying Meet,PA-2016-10,Pennsylvania,,
competitions-view?id=1474,03/11/2016,WHSPA State Meet,WI-2016-03,Wisconsin,,
competitions-view?id=1120,03/06/2016,Arnold - NextLifter Ohio Classic Push-pull,USAPL-2016-01,Ohio,,
competitions-view?id=1121,03/06/2016,Arnold - SlingShot Pro Deadlift,USAPL-2016-01,Ohio,,
competitions-view?id=1123,03/06/2016,Arnold - Titan Pro Raw Bench Bash,USAPL-2016-01,Ohio,,
competitions-view?id=1138,03/06/2016,USA Powerlifting Chicagoland Men's Open Power,IL-2016-02,Illinois,,
competitions-view?id=1118,03/05/2016,Arnold - SlingShot Pro American,USAPL-2016-01,Ohio,,
competitions-view?id=1119,03/05/2016,Arnold - SSP Nutrition Pro Raw Bench,USAPL-2016-01,Ohio,,
competitions-view?id=1158,03/05/2016,2016 USA Powerlifting Terrapin Open,MD-2016-02,Maryland,,
competitions-view?id=1193,03/05/2016,2016 Alaska Muscle Raw,AK-2016-04,Alaska,,
competitions-view?id=1122,03/04/2016,Arnold - StartingStrength.com Pro Raw Challenge,USAPL-2016-01,Ohio,,
competitions-view?id=1177,03/04/2016,2016 South Dakota USA Powerlifting Bench Press and Powerlifting Championships,SD-2016-01,South Dakota,,
competitions-view?id=1125,02/28/2016,2016 USA Powerlifting Bare Bones Qualifier,TX-2016-08,Texas,,
competitions-view?id=1130,02/28/2016,2016 USA Powerlifting Spartan Raw Championships,CA-2016-01,California,,
competitions-view?id=1115,02/27/2016,2016 South Milwaukee USA Powerlifting National Qualifier,WI-2016-08,Wisconsin,,
competitions-view?id=1116,02/27/2016,USA Powerlifting Winter Classic,MA-2016-02,Massachusetts,,
competitions-view?id=1124,02/27/2016,2016 USA Powerlifting Collegiate Qualifier,OH-2016-05,Ohio,,
competitions-view?id=1127,02/27/2016,USA Powerlifting Kenai Classic,AK-2016-03,Alaska,,
competitions-view?id=1129,02/27/2016,2016 USA Powerlifting Naturally Hardcore Classic,CT-2016-01,Connecticut,,
competitions-view?id=1099,02/20/2016,Woodward Academy USA Powerlifting High School Meet,IA-2016-01,Iowa,,
competitions-view?id=1101,02/20/2016,USA Powerlifting Washington State Championship,WA-2016-03,Washington,,
competitions-view?id=1111,02/20/2016,USA Powerlifting 2016 Richmond Open,VA-2016-01,Virginia,,
competitions-view?id=1113,02/20/2016,2016 USA Powerlifting Aggie Showdown,TX-2016-02,Texas,,
competitions-view?id=1114,02/20/2016,USA Powerlifting Alabama State Championships,AL-2016-01,Alabama,,
competitions-view?id=1167,02/20/2016,USA Powerlifting ​Minnesota State & Midwest Open 2016,MN-2016-01,Minnesota,,
competitions-view?id=1263,02/20/2016,3rd Frostbite Challenge,AK-2016-01,Alaska,,
competitions-view?id=1109,02/14/2016,2016 USA Powerlifting Youth National Championships,NS-2016-08,Nationals,,
competitions-view?id=1128,02/14/2016,USA Powerlifting Cenla High School Qualifying Meet,LA-2016-07,Louisiana,,
competitions-view?id=1087,02/13/2016,USA Powerlifting Ohio High School State Championship,OH-2016-03,Ohio,,
competitions-view?id=1097,02/13/2016,USA Powerlifting Citadel Nutrition Open,GA-2016-01,Georgia,,
competitions-view?id=1098,02/13/2016,2016 USA Powerlifting Northeast Regional Championships,NY-2016-04,New York,,
competitions-view?id=1100,02/13/2016,USA Powerlifting South Louisiana Qualifier,LA-2016-03,Louisiana,,
competitions-view?id=1104,02/13/2016,USA Powerlifting High School Qualifier,SD-2016-02,South Dakota,,
competitions-view?id=1108,02/13/2016,2016 USA Powerlifting RMLC Championships,CO-2016-01,Colorado,,
competitions-view?id=1110,02/13/2016,2016 USA Powerlifting River's Edge,IL-2016-04,Illinois,,
competitions-view?id=1095,02/07/2016,3rd Annual Elite Sports & Fitness High School USA Powerlifting Open,MA-2016-04,Massachusetts,,
competitions-view?id=1086,02/06/2016,USA Powerlifting Pure Fitness Open,WI-2016-04,Wisconsin,,
competitions-view?id=1105,02/06/2016,2016 USA Powerlifting Winter Open Championship,PA-2016-03,Pennsylvania,,
competitions-view?id=1085,01/31/2016,USA Powerlifting Illinois Women's Raw Open & Bench,IL-2016-01,Illinois,,
competitions-view?id=1084,01/30/2016,USA Powerlifting No Frills Blizzard Buster,OH-2016-01,Ohio,,
competitions-view?id=1245,01/30/2016,Athens Winter Showdown,MD-2016-01,Maryland,,
competitions-view?id=1254,01/30/2016,Reykjavik International Games,,,,
